,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
288,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.545,20061130,180.0,,,,,,1.0,,,,,28.6,30.0,,,,,,250.9,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.545 -11.727)
289,"Alin and Richey, 2012",rivers less than 100 m wide,-11.76,-61.778,20061130,180.0,,,,,,0.5,,,,,30.1,32.7,,,,,,1188.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.778 -11.76)
290,"Alin and Richey, 2012",rivers less than 100 m wide,-11.76,-61.778,20061130,180.0,,,,,,0.5,,,,,30.1,32.7,,,,,,1025.55,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.778 -11.76)
291,"Alin and Richey, 2012",rivers less than 100 m wide,-11.76,-61.778,20061130,180.0,,,,,,0.5,,,,,30.1,32.7,,,,,,476.82,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.778 -11.76)
292,"Alin and Richey, 2012",rivers less than 100 m wide,-10.813,-62.119,20061211,180.0,,,,,,0.7,,,,,26.4,27.4,,,3478.977943,,10.79093,5676.48,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.119 -10.813)
293,"Alin and Richey, 2012",rivers less than 100 m wide,-10.813,-62.119,20061211,180.0,,,,,,0.7,,,,,26.4,27.4,,,3478.977943,,11.89372,6660.4,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.119 -10.813)
294,"Alin and Richey, 2012",rivers less than 100 m wide,-10.813,-62.119,20061211,180.0,,,,,,0.7,,,,,26.4,27.4,,,3478.977943,,7.954413,4200.6,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.119 -10.813)
295,"Alin and Richey, 2012",rivers less than 100 m wide,-10.813,-62.119,20061211,180.0,,,,,,0.7,,,,,26.4,27.4,,,3478.977943,,9.000659,4806.09,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.119 -10.813)
296,"Alin and Richey, 2012",rivers less than 100 m wide,-10.813,-62.119,20061211,180.0,,,,,,0.7,,,,,26.4,27.4,,,3478.977943,,9.093425,5335.89,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.119 -10.813)
297,"Alin and Richey, 2012",rivers less than 100 m wide,-10.75,-62.17,20061211,180.0,,,,,,1.4,,,,,27.2,29.5,,,,,,1328.3,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.17 -10.75)
298,"Alin and Richey, 2012",rivers less than 100 m wide,-10.75,-62.17,20061211,180.0,,,,,,1.4,,,,,27.2,29.5,,,,,,1116.37,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.17 -10.75)
299,"Alin and Richey, 2012",rivers less than 100 m wide,-10.75,-62.17,20061211,180.0,,,,,,1.4,,,,,27.2,29.5,,,,,,1127.73,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.17 -10.75)
300,"Alin and Richey, 2012",rivers less than 100 m wide,-10.75,-62.17,20061211,180.0,,,,,,1.4,,,,,27.2,29.5,,,,,,1089.88,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.17 -10.75)
301,"Alin and Richey, 2012",rivers less than 100 m wide,-10.75,-62.17,20061211,180.0,,,,,,1.4,,,,,27.2,29.5,,,,,,1048.26,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.17 -10.75)
302,"Alin and Richey, 2012",rivers less than 100 m wide,-10.954,-62.256,20061211,180.0,,,,,,0.7,,,,,26.7,30.8,,,6430.30547,,1.708769,1971.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.256 -10.954)
303,"Alin and Richey, 2012",rivers less than 100 m wide,-10.954,-62.256,20061211,180.0,,,,,,0.7,,,,,26.7,30.8,,,6430.30547,,2.086523,2331.14,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.256 -10.954)
304,"Alin and Richey, 2012",rivers less than 100 m wide,-10.954,-62.256,20061211,180.0,,,,,,0.7,,,,,26.7,30.8,,,6430.30547,,1.568895,1914.87,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.256 -10.954)
305,"Alin and Richey, 2012",rivers less than 100 m wide,-10.954,-62.256,20061211,180.0,,,,,,0.7,,,,,26.7,30.8,,,6430.30547,,1.748278,2043.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.256 -10.954)
306,"Alin and Richey, 2012",rivers less than 100 m wide,-10.969,-62.269,20061211,180.0,,,,,,1.8,,,,,28.1,27.6,,,3073.304174,,5.897791,2887.44,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.269 -10.969)
307,"Alin and Richey, 2012",rivers less than 100 m wide,-10.969,-62.269,20061211,180.0,,,,,,1.8,,,,,28.1,27.6,,,3073.304174,,4.959295,2580.91,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.269 -10.969)
308,"Alin and Richey, 2012",rivers less than 100 m wide,-10.952,-62.262,20061211,180.0,,,,,,0.4,,,,,27.9,28.6,,,2908.287255,,8.782686,4087.07,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.262 -10.952)
309,"Alin and Richey, 2012",rivers less than 100 m wide,-10.952,-62.262,20061211,180.0,,,,,,0.4,,,,,27.9,28.6,,,2908.287255,,8.833779,4200.6,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.262 -10.952)
310,"Alin and Richey, 2012",rivers less than 100 m wide,-10.952,-62.262,20061211,180.0,,,,,,0.4,,,,,27.9,28.6,,,2908.287255,,9.088323,4238.44,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.262 -10.952)
311,"Alin and Richey, 2012",rivers less than 100 m wide,-10.024,-61.821,20061213,180.0,,,,,,1.2,,,,,26.1,28.6,,,3864.854859,,4.162929,2565.77,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.821 -10.024)
312,"Alin and Richey, 2012",rivers less than 100 m wide,-10.024,-61.821,20061213,180.0,,,,,,1.2,,,,,26.1,28.6,,,3864.854859,,4.277116,2849.59,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.821 -10.024)
313,"Alin and Richey, 2012",rivers less than 100 m wide,-10.024,-61.821,20061213,180.0,,,,,,1.2,,,,,26.1,28.6,,,3864.854859,,4.443132,2728.49,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.821 -10.024)
314,"Alin and Richey, 2012",rivers less than 100 m wide,-11.081,-61.819,20061213,180.0,,,,,,0.4,,,,,26.7,28.1,,,2278.12582,,12.97344,3860.01,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.819 -11.081)
315,"Alin and Richey, 2012",rivers less than 100 m wide,-11.081,-61.819,20061213,180.0,,,,,,0.4,,,,,26.7,28.1,,,2278.12582,,12.02438,3780.54,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.819 -11.081)
316,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.746,20061213,180.0,,,,,,1.8,,,,,28.3,28.1,,,3190.397483,,7.663598,4049.22,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.746 -11.082)
317,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.746,20061213,180.0,,,,,,1.8,,,,,28.3,28.1,,,3190.397483,,6.135054,3231.81,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.746 -11.082)
318,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.746,20061213,180.0,,,,,,1.8,,,,,28.3,28.1,,,3190.397483,,7.423352,3587.54,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.746 -11.082)
319,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.715,20061213,180.0,,,,,,0.0,,,,,27.1,27.7,,,,,,1059.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.715 -11.082)
320,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.715,20061213,180.0,,,,,,0.0,,,,,27.1,27.7,,,,,,1286.67,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.715 -11.082)
321,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.715,20061213,180.0,,,,,,0.0,,,,,27.1,27.7,,,,,,1661.32,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.715 -11.082)
322,"Alin and Richey, 2012",rivers less than 100 m wide,-11.082,-61.715,20061213,180.0,,,,,,0.0,,,,,27.1,27.7,,,,,,1101.24,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.715 -11.082)
323,"Alin and Richey, 2012",rivers less than 100 m wide,-11.083,-61.691,20061213,180.0,,,,,,0.4,,,,,26.8,29.1,,,2046.7,,3.299299,1014.2,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.691 -11.083)
324,"Alin and Richey, 2012",rivers less than 100 m wide,-11.083,-61.691,20061213,180.0,,,,,,0.4,,,,,26.8,29.1,,,2046.7,,4.811402,730.37,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.691 -11.083)
325,"Alin and Richey, 2012",rivers less than 100 m wide,-11.083,-61.691,20061213,180.0,,,,,,0.4,,,,,26.8,29.1,,,2046.7,,2.966578,885.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.691 -11.083)
326,"Alin and Richey, 2012",rivers less than 100 m wide,-11.083,-61.691,20061213,180.0,,,,,,0.4,,,,,26.8,29.1,,,2046.7,,4.036833,1438.04,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.691 -11.083)
327,"Alin and Richey, 2012",rivers less than 100 m wide,-11.084,-61.663,20061213,180.0,,,,,,0.4,,,,,27.0,26.0,,,2590.7,,10.54703,1933.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.663 -11.084)
328,"Alin and Richey, 2012",rivers less than 100 m wide,-11.084,-61.663,20061213,180.0,,,,,,0.4,,,,,27.0,26.0,,,2590.7,,10.6683,2001.91,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.663 -11.084)
329,"Alin and Richey, 2012",rivers less than 100 m wide,-11.084,-61.663,20061213,180.0,,,,,,0.4,,,,,27.0,26.0,,,2590.7,,9.772779,1842.96,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.663 -11.084)
330,"Alin and Richey, 2012",rivers less than 100 m wide,-10.63,-62.565,20061215,180.0,,,,,,0.0,,,,,26.1,27.1,,,1086.419985,,14.21586,1933.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.565 -10.63)
331,"Alin and Richey, 2012",rivers less than 100 m wide,-10.63,-62.565,20061215,180.0,,,,,,0.0,,,,,26.1,27.1,,,1086.419985,,13.79874,1589.41,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.565 -10.63)
332,"Alin and Richey, 2012",rivers less than 100 m wide,-10.63,-62.565,20061215,180.0,,,,,,0.0,,,,,26.1,27.1,,,1086.419985,,14.4903,1786.2,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.565 -10.63)
333,"Alin and Richey, 2012",rivers less than 100 m wide,-10.455,-62.386,20061215,180.0,,,,,,0.4,,,,,27.3,27.1,,,1392.605626,,7.235279,1354.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.386 -10.455)
334,"Alin and Richey, 2012",rivers less than 100 m wide,-10.455,-62.386,20061215,180.0,,,,,,0.4,,,,,27.3,27.1,,,1392.605626,,7.574022,1407.77,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.386 -10.455)
335,"Alin and Richey, 2012",rivers less than 100 m wide,-10.455,-62.386,20061215,180.0,,,,,,0.4,,,,,27.3,27.1,,,1392.605626,,5.077215,968.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.386 -10.455)
336,"Alin and Richey, 2012",rivers less than 100 m wide,-10.455,-62.386,20061215,180.0,,,,,,0.4,,,,,27.3,27.1,,,1392.605626,,6.678484,1358.57,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.386 -10.455)
337,"Alin and Richey, 2012",rivers less than 100 m wide,-10.811,-62.427,20070111,180.0,,,,,,0.3,,,,,26.5,31.6,,,2390.484515,,8.838806,3341.55,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.427 -10.811)
338,"Alin and Richey, 2012",rivers less than 100 m wide,-10.811,-62.427,20070111,180.0,,,,,,0.3,,,,,26.5,31.6,,,2390.484515,,5.696846,1930.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.427 -10.811)
339,"Alin and Richey, 2012",rivers less than 100 m wide,-10.811,-62.427,20070111,180.0,,,,,,0.3,,,,,26.5,31.6,,,2390.484515,,7.379716,2505.22,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.427 -10.811)
340,"Alin and Richey, 2012",rivers less than 100 m wide,-11.031,-62.681,20070111,180.0,,,,,,0.7,,,,,28.9,33.7,,,1674.097649,,7.13622,1695.38,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.681 -11.031)
341,"Alin and Richey, 2012",rivers less than 100 m wide,-11.031,-62.681,20070111,180.0,,,,,,0.7,,,,,28.9,33.7,,,1674.097649,,4.548739,1154.22,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.681 -11.031)
342,"Alin and Richey, 2012",rivers less than 100 m wide,-11.031,-62.681,20070111,180.0,,,,,,0.7,,,,,28.9,33.7,,,1674.097649,,7.521248,1854.32,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.681 -11.031)
343,"Alin and Richey, 2012",rivers less than 100 m wide,-11.096,-62.737,20070111,180.0,,,,,,0.7,,,,,28.0,34.4,,,2137.349087,,3.794033,1180.71,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.737 -11.096)
344,"Alin and Richey, 2012",rivers less than 100 m wide,-11.096,-62.737,20070111,180.0,,,,,,0.7,,,,,28.0,34.4,,,2137.349087,,3.95658,1294.24,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.737 -11.096)
345,"Alin and Richey, 2012",rivers less than 100 m wide,-11.096,-62.737,20070111,180.0,,,,,,0.7,,,,,28.0,34.4,,,2137.349087,,5.39187,1861.89,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.737 -11.096)
346,"Alin and Richey, 2012",rivers less than 100 m wide,-11.161,-62.793,20070111,180.0,,,,,,0.7,,,,,28.9,31.2,,,3548.605616,,7.063214,2043.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.793 -11.161)
347,"Alin and Richey, 2012",rivers less than 100 m wide,-11.161,-62.793,20070111,180.0,,,,,,0.7,,,,,28.9,31.2,,,3548.605616,,10.77046,2300.87,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.793 -11.161)
348,"Alin and Richey, 2012",rivers less than 100 m wide,-11.161,-62.793,20070111,180.0,,,,,,0.7,,,,,28.9,31.2,,,3548.605616,,8.443694,2244.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.793 -11.161)
349,"Alin and Richey, 2012",rivers less than 100 m wide,-11.161,-62.793,20070111,180.0,,,,,,0.7,,,,,28.9,31.2,,,3548.605616,,9.196096,2418.18,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.793 -11.161)
350,"Alin and Richey, 2012",rivers less than 100 m wide,-11.244,-62.208,20070123,180.0,,,,,,0.9,,,,,28.2,30.8,,,4451.167895,,3.818728,2940.42,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.208 -11.244)
351,"Alin and Richey, 2012",rivers less than 100 m wide,-11.244,-62.208,20070123,180.0,,,,,,0.9,,,,,28.2,30.8,,,4451.167895,,2.578747,1884.59,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.208 -11.244)
352,"Alin and Richey, 2012",rivers less than 100 m wide,-11.244,-62.208,20070123,180.0,,,,,,0.9,,,,,28.2,30.8,,,4451.167895,,3.090418,2145.71,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.208 -11.244)
353,"Alin and Richey, 2012",rivers less than 100 m wide,-11.292,-62.233,20070123,180.0,,,,,,0.5,,,,,27.1,32.1,,,3877.314264,,7.394701,2660.38,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.233 -11.292)
354,"Alin and Richey, 2012",rivers less than 100 m wide,-11.292,-62.233,20070123,180.0,,,,,,0.5,,,,,27.1,32.1,,,3877.314264,,7.348679,2565.77,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.233 -11.292)
355,"Alin and Richey, 2012",rivers less than 100 m wide,-11.292,-62.233,20070123,180.0,,,,,,0.5,,,,,27.1,32.1,,,3877.314264,,8.208612,2804.18,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.233 -11.292)
356,"Alin and Richey, 2012",rivers less than 100 m wide,-11.292,-62.233,20070123,180.0,,,,,,0.5,,,,,27.1,32.1,,,3877.314264,,6.768167,2440.89,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-62.233 -11.292)
357,Barros et al 2011,reservoir,49.3,-122.4,,,,,,,,,,,,,,,,,,,,,-111.0,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-122.4 49.3)
358,Barros et al 2011,reservoir,59.6,-118.2,,,,,,,,,,,,,,,,,,,,,-281.5,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-118.2 59.6)
359,Barros et al 2011,reservoir,49.4,-123.3,,,,,,,,,,,,,,,,,,,,,354.5,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-123.3 49.4)
360,Barros et al 2011,reservoir,49.4,-123.3,,,,,,,,,,,,,,,,,,,,,-265.1,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-123.3 49.4)
361,Barros et al 2011,reservoir,50.3,-117.9,,,,,,,,,,,,,,,,,,,,,283.4,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-117.9 50.3)
362,Barros et al 2011,reservoir,-1.9,-59.5,,,,,,,,,,,,,,,,,,,,,,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-59.5 -1.9)
363,Barros et al 2011,reservoir,-22.5,-48.6,,,,,,,,,,,,,,,,,,,,,1036.4,"Barros, N., Cole, J.J., Tranvik, L.J., Prairie, Y.T., Bastviken, D., Huszar, V.L., Del Giorgio, P. and Roland, F. (2011) Carbon emission from hydroelectric reservoirs linked to reservoir age and latitude. Nature Geoscience 4, 593-596.",POINT (-48.6 -22.5)
